id,name,country,water_type,area_sqm,elevation,length_m,lat,lon,os_map,google_sat,compactness,aspect_ratio,area_hectares
340,Loch a` Mhuilinn,Scotland,,125137,533.2,684,57.26794,-4.71559,https://tarns.netlify.app/?id=340,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26794,-4.71559&zoom=15&basemap=satellite",0.467,1.74,12.51
341,Llyn Cwm-corsiog,Wales,lake,24659,533.0,297,53.00393,-3.9928,https://tarns.netlify.app/?id=341,"https://www.google.com/maps/@?api=1&map_action=map&center=53.00393,-3.9928&zoom=15&basemap=satellite",0.51,1.79,2.47
342,Llyn Hywel,Wales,,52991,533.0,387,52.82081,-3.98451,https://tarns.netlify.app/?id=342,"https://www.google.com/maps/@?api=1&map_action=map&center=52.82081,-3.98451&zoom=15&basemap=satellite",0.65,1.76,5.3
343,Loch Bhuic Mhòir,Scotland,,30730,532.8,409,57.27805,-5.44816,https://tarns.netlify.app/?id=343,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27805,-5.44816&zoom=15&basemap=satellite",0.488,2.31,3.07
344,Lochan Coire na Poite,Scotland,,10420,532.5,174,57.44354,-5.6555,https://tarns.netlify.app/?id=344,"https://www.google.com/maps/@?api=1&map_action=map&center=57.44354,-5.6555&zoom=15&basemap=satellite",0.612,1.1,1.04
345,Llyn Fyrddon fach,Wales,,34465,532.2,382,52.31592,-3.76686,https://tarns.netlify.app/?id=345,"https://www.google.com/maps/@?api=1&map_action=map&center=52.31592,-3.76686&zoom=15&basemap=satellite",0.497,2.07,3.45
346,Lochan na Beinne,Scotland,,16335,531.4,271,57.15448,-3.64464,https://tarns.netlify.app/?id=346,"https://www.google.com/maps/@?api=1&map_action=map&center=57.15448,-3.64464&zoom=15&basemap=satellite",0.609,2.68,1.63
347,Llyn Nadroedd,Wales,lake,11268,530.8,156,53.06762,-4.09829,https://tarns.netlify.app/?id=347,"https://www.google.com/maps/@?api=1&map_action=map&center=53.06762,-4.09829&zoom=15&basemap=satellite",0.734,1.55,1.13
348,(unnamed),Scotland,,10208,530.8,157,57.1086,-5.61909,https://tarns.netlify.app/?id=348,"https://www.google.com/maps/@?api=1&map_action=map&center=57.1086,-5.61909&zoom=15&basemap=satellite",0.717,1.71,1.02
349,(unnamed),Scotland,lake,8227,530.6,142,57.26155,-4.6452,https://tarns.netlify.app/?id=349,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26155,-4.6452&zoom=15&basemap=satellite",0.665,1.62,0.82
350,(unnamed),Scotland,,26571,530.5,263,56.35749,-4.92516,https://tarns.netlify.app/?id=350,"https://www.google.com/maps/@?api=1&map_action=map&center=56.35749,-4.92516&zoom=15&basemap=satellite",0.637,1.56,2.66
351,(unnamed),Scotland,,15138,530.2,228,56.85623,-4.51729,https://tarns.netlify.app/?id=351,"https://www.google.com/maps/@?api=1&map_action=map&center=56.85623,-4.51729&zoom=15&basemap=satellite",0.596,1.55,1.51
352,Llyn Dulyn,Wales,,21718,530.2,247,52.80067,-3.98633,https://tarns.netlify.app/?id=352,"https://www.google.com/maps/@?api=1&map_action=map&center=52.80067,-3.98633&zoom=15&basemap=satellite",0.693,1.86,2.17
353,(unnamed),Scotland,pond,9198,529.7,147,56.71631,-5.43889,https://tarns.netlify.app/?id=353,"https://www.google.com/maps/@?api=1&map_action=map&center=56.71631,-5.43889&zoom=15&basemap=satellite",0.66,1.24,0.92
354,Lochan a' Bhealaich,Scotland,,77811,529.5,477,58.31051,-4.75532,https://tarns.netlify.app/?id=354,"https://www.google.com/maps/@?api=1&map_action=map&center=58.31051,-4.75532&zoom=15&basemap=satellite",0.69,2.01,7.78
355,Lochan Bealach na h-Uidhe,Scotland,,30866,529.4,257,58.18485,-4.95361,https://tarns.netlify.app/?id=355,"https://www.google.com/maps/@?api=1&map_action=map&center=58.18485,-4.95361&zoom=15&basemap=satellite",0.723,1.54,3.09
356,(unnamed),Scotland,,25626,529.3,249,56.47153,-4.39757,https://tarns.netlify.app/?id=356,"https://www.google.com/maps/@?api=1&map_action=map&center=56.47153,-4.39757&zoom=15&basemap=satellite",0.626,1.14,2.56
357,(unnamed),Scotland,,16279,529.1,174,57.26932,-4.58317,https://tarns.netlify.app/?id=357,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26932,-4.58317&zoom=15&basemap=satellite",0.712,1.01,1.63
358,Llyn Glâs,Wales,,5312,528.6,109,53.07038,-4.09057,https://tarns.netlify.app/?id=358,"https://www.google.com/maps/@?api=1&map_action=map&center=53.07038,-4.09057&zoom=15&basemap=satellite",0.728,1.01,0.53
359,(unnamed),Scotland,,5486,528.3,126,57.51576,-5.36759,https://tarns.netlify.app/?id=359,"https://www.google.com/maps/@?api=1&map_action=map&center=57.51576,-5.36759&zoom=15&basemap=satellite",0.573,1.61,0.55
360,Loch a' Mhaoil Dhìsnich,Scotland,lake,48729,528.3,371,57.13934,-5.17643,https://tarns.netlify.app/?id=360,"https://www.google.com/maps/@?api=1&map_action=map&center=57.13934,-5.17643&zoom=15&basemap=satellite",0.61,1.33,4.87
361,(unnamed),Scotland,,16138,528.1,211,57.16832,-4.72583,https://tarns.netlify.app/?id=361,"https://www.google.com/maps/@?api=1&map_action=map&center=57.16832,-4.72583&zoom=15&basemap=satellite",0.576,1.54,1.61
362,Loch Coire na Caime,Scotland,lake,26388,528.1,301,57.56604,-5.4762,https://tarns.netlify.app/?id=362,"https://www.google.com/maps/@?api=1&map_action=map&center=57.56604,-5.4762&zoom=15&basemap=satellite",0.621,2.03,2.64
363,Gorm Loch,Scotland,,155252,527.8,650,57.77695,-4.80685,https://tarns.netlify.app/?id=363,"https://www.google.com/maps/@?api=1&map_action=map&center=57.77695,-4.80685&zoom=15&basemap=satellite",0.679,1.63,15.53
364,(unnamed),Scotland,,20905,527.8,349,56.59622,-5.23922,https://tarns.netlify.app/?id=364,"https://www.google.com/maps/@?api=1&map_action=map&center=56.59622,-5.23922&zoom=15&basemap=satellite",0.627,3.63,2.09
365,(unnamed),Scotland,lake,5213,527.8,131,57.56748,-5.47621,https://tarns.netlify.app/?id=365,"https://www.google.com/maps/@?api=1&map_action=map&center=57.56748,-5.47621&zoom=15&basemap=satellite",0.667,2.16,0.52
366,(unnamed),Scotland,,39313,527.3,362,58.41683,-4.59534,https://tarns.netlify.app/?id=366,"https://www.google.com/maps/@?api=1&map_action=map&center=58.41683,-4.59534&zoom=15&basemap=satellite",0.551,1.04,3.93
367,Loch Misirich,Scotland,lake,80787,527.0,441,57.68588,-4.50837,https://tarns.netlify.app/?id=367,"https://www.google.com/maps/@?api=1&map_action=map&center=57.68588,-4.50837&zoom=15&basemap=satellite",0.669,1.27,8.08
368,Lochan na Beinne Baine,Scotland,lake,6241,527.0,121,57.00204,-5.15697,https://tarns.netlify.app/?id=368,"https://www.google.com/maps/@?api=1&map_action=map&center=57.00204,-5.15697&zoom=15&basemap=satellite",0.647,1.5,0.62
369,Whitaside Tarn,England,,6792,527.0,145,54.3515,-2.03616,https://tarns.netlify.app/?id=369,"https://www.google.com/maps/@?api=1&map_action=map&center=54.3515,-2.03616&zoom=15&basemap=satellite",0.575,1.67,0.68
370,Crom Loch,Scotland,lake,374100,526.6,1148,57.80483,-4.6973,https://tarns.netlify.app/?id=370,"https://www.google.com/maps/@?api=1&map_action=map&center=57.80483,-4.6973&zoom=15&basemap=satellite",0.573,1.78,37.41
371,Loch Coire Ghàidheil,Scotland,,5238,526.6,108,57.25139,-5.15762,https://tarns.netlify.app/?id=371,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25139,-5.15762&zoom=15&basemap=satellite",0.674,1.37,0.52
372,Llyn Pryfed,Wales,lake,14081,525.6,280,52.86957,-3.98474,https://tarns.netlify.app/?id=372,"https://www.google.com/maps/@?api=1&map_action=map&center=52.86957,-3.98474&zoom=15&basemap=satellite",0.602,3.31,1.41
373,(unnamed),Scotland,lake,16150,524.9,212,56.30303,-5.13359,https://tarns.netlify.app/?id=373,"https://www.google.com/maps/@?api=1&map_action=map&center=56.30303,-5.13359&zoom=15&basemap=satellite",0.675,1.46,1.62
374,Summer Lodge Tarn,England,,27970,524.7,226,54.34998,-2.07782,https://tarns.netlify.app/?id=374,"https://www.google.com/maps/@?api=1&map_action=map&center=54.34998,-2.07782&zoom=15&basemap=satellite",0.785,1.0,2.8
375,Loch Coire Chuir,Scotland,lake,27344,524.5,451,56.92771,-4.45668,https://tarns.netlify.app/?id=375,"https://www.google.com/maps/@?api=1&map_action=map&center=56.92771,-4.45668&zoom=15&basemap=satellite",0.572,4.25,2.73
376,(unnamed),Scotland,lake,17128,524.4,176,57.2451,-4.71764,https://tarns.netlify.app/?id=376,"https://www.google.com/maps/@?api=1&map_action=map&center=57.2451,-4.71764&zoom=15&basemap=satellite",0.811,1.21,1.71
377,Loch Feith nan Cleireach,Scotland,,53501,523.8,379,57.76743,-4.97424,https://tarns.netlify.app/?id=377,"https://www.google.com/maps/@?api=1&map_action=map&center=57.76743,-4.97424&zoom=15&basemap=satellite",0.624,1.61,5.35
378,(unnamed),Scotland,,48756,523.4,421,57.46982,-5.80623,https://tarns.netlify.app/?id=378,"https://www.google.com/maps/@?api=1&map_action=map&center=57.46982,-5.80623&zoom=15&basemap=satellite",0.523,1.17,4.88
379,Red Tarn,England,,6091,522.5,172,54.42365,-3.12971,https://tarns.netlify.app/?id=379,"https://www.google.com/maps/@?api=1&map_action=map&center=54.42365,-3.12971&zoom=15&basemap=satellite",0.73,3.52,0.61
380,(unnamed),Wales,,6381,521.5,131,51.81963,-3.31777,https://tarns.netlify.app/?id=380,"https://www.google.com/maps/@?api=1&map_action=map&center=51.81963,-3.31777&zoom=15&basemap=satellite",0.549,1.34,0.64
381,Loch a Choire,Scotland,,28776,521.4,302,56.74295,-3.72337,https://tarns.netlify.app/?id=381,"https://www.google.com/maps/@?api=1&map_action=map&center=56.74295,-3.72337&zoom=15&basemap=satellite",0.705,2.23,2.88
382,(unnamed),Scotland,pond,12239,520.5,194,57.25043,-4.7899,https://tarns.netlify.app/?id=382,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25043,-4.7899&zoom=15&basemap=satellite",0.666,2.0,1.22
383,(unnamed),Scotland,,8256,520.3,137,57.61584,-5.36484,https://tarns.netlify.app/?id=383,"https://www.google.com/maps/@?api=1&map_action=map&center=57.61584,-5.36484&zoom=15&basemap=satellite",0.729,1.42,0.83
384,Llyn Twr-glas,Wales,lake,6413,520.3,132,52.87267,-3.98735,https://tarns.netlify.app/?id=384,"https://www.google.com/maps/@?api=1&map_action=map&center=52.87267,-3.98735&zoom=15&basemap=satellite",0.687,1.72,0.64
385,Loch Sgeireach,Scotland,,116267,520.1,891,57.71388,-4.96651,https://tarns.netlify.app/?id=385,"https://www.google.com/maps/@?api=1&map_action=map&center=57.71388,-4.96651&zoom=15&basemap=satellite",0.523,3.54,11.63
386,(unnamed),Scotland,,5682,519.8,165,57.27445,-4.56745,https://tarns.netlify.app/?id=386,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27445,-4.56745&zoom=15&basemap=satellite",0.638,2.98,0.57
387,Llyn Coch,Wales,lake,11774,519.4,187,53.06904,-4.09346,https://tarns.netlify.app/?id=387,"https://www.google.com/maps/@?api=1&map_action=map&center=53.06904,-4.09346&zoom=15&basemap=satellite",0.505,1.48,1.18
388,Loch Coire na Rainich,Scotland,lake,14203,519.4,191,57.25624,-4.65144,https://tarns.netlify.app/?id=388,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25624,-4.65144&zoom=15&basemap=satellite",0.594,1.51,1.42
389,Loch Odhar,Scotland,,18816,519.1,246,57.68776,-4.95254,https://tarns.netlify.app/?id=389,"https://www.google.com/maps/@?api=1&map_action=map&center=57.68776,-4.95254&zoom=15&basemap=satellite",0.633,1.98,1.88
390,Llyn Fryddon fawr,Wales,,144817,518.9,751,52.32161,-3.76181,https://tarns.netlify.app/?id=390,"https://www.google.com/maps/@?api=1&map_action=map&center=52.32161,-3.76181&zoom=15&basemap=satellite",0.537,1.92,14.48
391,(unnamed),Scotland,,6204,518.7,135,57.46566,-5.80537,https://tarns.netlify.app/?id=391,"https://www.google.com/maps/@?api=1&map_action=map&center=57.46566,-5.80537&zoom=15&basemap=satellite",0.569,1.65,0.62
392,Loch Allt an Daraich,Scotland,,9800,518.7,261,57.61492,-5.36763,https://tarns.netlify.app/?id=392,"https://www.google.com/maps/@?api=1&map_action=map&center=57.61492,-5.36763&zoom=15&basemap=satellite",0.499,3.42,0.98
393,(unnamed),Scotland,,12805,518.6,164,57.44221,-5.65311,https://tarns.netlify.app/?id=393,"https://www.google.com/maps/@?api=1&map_action=map&center=57.44221,-5.65311&zoom=15&basemap=satellite",0.691,1.4,1.28
394,(unnamed),Scotland,lake,5718,518.5,152,57.24512,-4.72627,https://tarns.netlify.app/?id=394,"https://www.google.com/maps/@?api=1&map_action=map&center=57.24512,-4.72627&zoom=15&basemap=satellite",0.68,2.66,0.57
395,Low Tarn,England,,35540,518.5,374,54.47244,-3.29497,https://tarns.netlify.app/?id=395,"https://www.google.com/maps/@?api=1&map_action=map&center=54.47244,-3.29497&zoom=15&basemap=satellite",0.629,2.47,3.55
396,(unnamed),Scotland,,9476,518.3,931,56.93025,-4.34472,https://tarns.netlify.app/?id=396,"https://www.google.com/maps/@?api=1&map_action=map&center=56.93025,-4.34472&zoom=15&basemap=satellite",0.101,9.19,0.95
397,Llynnau Diffwys,Wales,lake,18183,518.0,445,53.00151,-3.99971,https://tarns.netlify.app/?id=397,"https://www.google.com/maps/@?api=1&map_action=map&center=53.00151,-3.99971&zoom=15&basemap=satellite",0.385,4.16,1.82
398,Loch a' Choire Dheirg,Scotland,lake,42442,517.8,289,58.19918,-4.97643,https://tarns.netlify.app/?id=398,"https://www.google.com/maps/@?api=1&map_action=map&center=58.19918,-4.97643&zoom=15&basemap=satellite",0.728,1.29,4.24
399,(unnamed),Scotland,pond,8688,517.7,154,57.47971,-4.9118,https://tarns.netlify.app/?id=399,"https://www.google.com/maps/@?api=1&map_action=map&center=57.47971,-4.9118&zoom=15&basemap=satellite",0.773,1.79,0.87
400,(unnamed),Scotland,,5329,517.2,119,58.41876,-4.8779,https://tarns.netlify.app/?id=400,"https://www.google.com/maps/@?api=1&map_action=map&center=58.41876,-4.8779&zoom=15&basemap=satellite",0.722,1.67,0.53
401,(unnamed),Scotland,pond,7814,517.0,189,57.80095,-4.81124,https://tarns.netlify.app/?id=401,"https://www.google.com/maps/@?api=1&map_action=map&center=57.80095,-4.81124&zoom=15&basemap=satellite",0.422,1.94,0.78
402,Lochan Dubh,Scotland,lake,9328,516.5,154,57.8014,-4.80741,https://tarns.netlify.app/?id=402,"https://www.google.com/maps/@?api=1&map_action=map&center=57.8014,-4.80741&zoom=15&basemap=satellite",0.631,1.46,0.93
403,Priest's Tarn,England,,6882,516.5,130,54.1214,-1.95989,https://tarns.netlify.app/?id=403,"https://www.google.com/maps/@?api=1&map_action=map&center=54.1214,-1.95989&zoom=15&basemap=satellite",0.667,1.64,0.69
404,Toll Lochan,Scotland,,106405,516.1,485,57.85258,-4.81465,https://tarns.netlify.app/?id=404,"https://www.google.com/maps/@?api=1&map_action=map&center=57.85258,-4.81465&zoom=15&basemap=satellite",0.69,1.47,10.64
405,Lochan Suie Dhu,Scotland,,9776,515.7,208,57.26865,-5.31781,https://tarns.netlify.app/?id=405,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26865,-5.31781&zoom=15&basemap=satellite",0.53,1.95,0.98
406,(unnamed),Scotland,,18583,515.6,195,57.59468,-5.62588,https://tarns.netlify.app/?id=406,"https://www.google.com/maps/@?api=1&map_action=map&center=57.59468,-5.62588&zoom=15&basemap=satellite",0.674,1.25,1.86
407,(unnamed),Scotland,lake,6943,515.4,152,57.20839,-4.20688,https://tarns.netlify.app/?id=407,"https://www.google.com/maps/@?api=1&map_action=map&center=57.20839,-4.20688&zoom=15&basemap=satellite",0.498,1.58,0.69
408,(unnamed),Scotland,,7442,515.4,135,57.4069,-5.36508,https://tarns.netlify.app/?id=408,"https://www.google.com/maps/@?api=1&map_action=map&center=57.4069,-5.36508&zoom=15&basemap=satellite",0.577,1.2,0.74
409,(unnamed),Scotland,,7189,515.3,168,57.51044,-5.44124,https://tarns.netlify.app/?id=409,"https://www.google.com/maps/@?api=1&map_action=map&center=57.51044,-5.44124&zoom=15&basemap=satellite",0.612,2.38,0.72
410,Loch Corie Bheachain,Scotland,lake,89161,515.3,516,57.71754,-4.63848,https://tarns.netlify.app/?id=410,"https://www.google.com/maps/@?api=1&map_action=map&center=57.71754,-4.63848&zoom=15&basemap=satellite",0.74,1.94,8.92
411,(unnamed),Scotland,,16483,515.3,178,57.3558,-5.21523,https://tarns.netlify.app/?id=411,"https://www.google.com/maps/@?api=1&map_action=map&center=57.3558,-5.21523&zoom=15&basemap=satellite",0.724,1.39,1.65
412,Loch Toll Lochain,Scotland,,84734,514.8,556,57.49535,-4.95443,https://tarns.netlify.app/?id=412,"https://www.google.com/maps/@?api=1&map_action=map&center=57.49535,-4.95443&zoom=15&basemap=satellite",0.598,2.11,8.47
413,Llyn Du,Wales,,24862,514.2,235,52.23598,-3.80355,https://tarns.netlify.app/?id=413,"https://www.google.com/maps/@?api=1&map_action=map&center=52.23598,-3.80355&zoom=15&basemap=satellite",0.606,1.09,2.49
414,Loch Tarsuinn,Scotland,,16585,513.7,252,57.16805,-4.74053,https://tarns.netlify.app/?id=414,"https://www.google.com/maps/@?api=1&map_action=map&center=57.16805,-4.74053&zoom=15&basemap=satellite",0.579,2.21,1.66
415,Loch Chuinneag,Scotland,lake,114139,513.4,562,57.82676,-4.53642,https://tarns.netlify.app/?id=415,"https://www.google.com/maps/@?api=1&map_action=map&center=57.82676,-4.53642&zoom=15&basemap=satellite",0.68,1.85,11.41
416,Loch a' Ghlas-tuill,Scotland,lake,7257,513.2,144,57.56913,-5.47845,https://tarns.netlify.app/?id=416,"https://www.google.com/maps/@?api=1&map_action=map&center=57.56913,-5.47845&zoom=15&basemap=satellite",0.58,1.09,0.73
417,(unnamed),Scotland,lake,9040,512.6,139,57.29205,-4.65558,https://tarns.netlify.app/?id=417,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29205,-4.65558&zoom=15&basemap=satellite",0.664,1.07,0.9
418,(unnamed),Scotland,,5571,512.3,169,57.63585,-5.30023,https://tarns.netlify.app/?id=418,"https://www.google.com/maps/@?api=1&map_action=map&center=57.63585,-5.30023&zoom=15&basemap=satellite",0.573,2.95,0.56
419,(unnamed),Scotland,,12625,511.7,157,57.28207,-4.67884,https://tarns.netlify.app/?id=419,"https://www.google.com/maps/@?api=1&map_action=map&center=57.28207,-4.67884&zoom=15&basemap=satellite",0.669,1.01,1.26
420,Loch Skeen,Scotland,,275434,511.5,1158,55.4351,-3.31222,https://tarns.netlify.app/?id=420,"https://www.google.com/maps/@?api=1&map_action=map&center=55.4351,-3.31222&zoom=15&basemap=satellite",0.673,3.25,27.54
421,(unnamed),Scotland,lake,9623,511.4,251,57.68955,-5.35462,https://tarns.netlify.app/?id=421,"https://www.google.com/maps/@?api=1&map_action=map&center=57.68955,-5.35462&zoom=15&basemap=satellite",0.539,3.5,0.96
422,Loch Toll an Lochain,Scotland,,158784,511.3,716,57.79718,-5.24373,https://tarns.netlify.app/?id=422,"https://www.google.com/maps/@?api=1&map_action=map&center=57.79718,-5.24373&zoom=15&basemap=satellite",0.741,2.2,15.88
423,Llyn Croesor,Wales,,9465,511.1,196,52.9918,-3.99597,https://tarns.netlify.app/?id=423,"https://www.google.com/maps/@?api=1&map_action=map&center=52.9918,-3.99597&zoom=15&basemap=satellite",0.499,2.02,0.95
424,Lochan Coir' an Lochain,Scotland,,6286,511.1,160,57.00525,-5.62999,https://tarns.netlify.app/?id=424,"https://www.google.com/maps/@?api=1&map_action=map&center=57.00525,-5.62999&zoom=15&basemap=satellite",0.742,2.97,0.63
425,Lochan Ruadh,Scotland,,17390,511.0,186,57.81498,-5.28569,https://tarns.netlify.app/?id=425,"https://www.google.com/maps/@?api=1&map_action=map&center=57.81498,-5.28569&zoom=15&basemap=satellite",0.788,1.5,1.74
426,Greencastle Tarn,England,,9375,510.7,192,54.75338,-2.47164,https://tarns.netlify.app/?id=426,"https://www.google.com/maps/@?api=1&map_action=map&center=54.75338,-2.47164&zoom=15&basemap=satellite",0.452,1.77,0.94
427,Lochan Meall nan Eun,Scotland,lake,12461,510.7,317,57.09322,-5.46533,https://tarns.netlify.app/?id=427,"https://www.google.com/maps/@?api=1&map_action=map&center=57.09322,-5.46533&zoom=15&basemap=satellite",0.451,3.63,1.25
428,(unnamed),Scotland,lake,9927,510.5,166,57.29215,-4.64955,https://tarns.netlify.app/?id=428,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29215,-4.64955&zoom=15&basemap=satellite",0.513,1.36,0.99
